date,expiration,strike,right,open_interest,spot
2026-06-02,2028-01-21,15.0,P,2466,25.4
2026-06-02,2028-01-21,16.0,C,996,25.4
2026-06-02,2028-01-21,16.0,P,2616,25.4
2026-06-02,2028-01-21,17.0,C,1500,25.4
2026-06-02,2028-01-21,17.0,P,2348,25.4
2026-06-02,2028-01-21,18.0,C,1449,25.4
2026-06-02,2028-01-21,18.0,P,2526,25.4
2026-06-02,2028-01-21,19.0,C,2425,25.4
2026-06-02,2028-01-21,19.0,P,1577,25.4
2026-06-02,2028-01-21,20.0,C,1533,25.4
2026-06-02,2028-01-21,20.0,P,3078,25.4
2026-06-02,2028-01-21,21.0,C,2019,25.4
2026-06-02,2028-01-21,21.0,P,3964,25.4
2026-06-02,2028-01-21,22.0,C,2300,25.4
2026-06-02,2028-01-21,22.0,P,4826,25.4
2026-06-02,2028-01-21,23.0,C,2579,25.4
2026-06-02,2028-01-21,23.0,P,4241,25.4
2026-06-02,2028-01-21,24.0,C,2085,25.4
2026-06-02,2028-01-21,24.0,P,4059,25.4
2026-06-02,2028-01-21,24.5,C,2051,25.4
2026-06-02,2028-01-21,24.5,P,3046,25.4
2026-06-02,2028-01-21,25.0,C,3316,25.4
2026-06-02,2028-01-21,25.0,P,3464,25.4
2026-06-02,2028-01-21,25.5,C,3735,25.4
2026-06-02,2028-01-21,25.5,P,2971,25.4
2026-06-02,2028-01-21,26.0,C,3111,25.4
2026-06-02,2028-01-21,26.0,P,2140,25.4
2026-06-02,2028-01-21,26.5,C,2787,25.4
2026-06-02,2028-01-21,26.5,P,1894,25.4
2026-06-02,2028-01-21,27.0,C,3610,25.4
2026-06-02,2028-01-21,27.0,P,1781,25.4
2026-06-02,2028-01-21,27.5,C,2208,25.4
2026-06-02,2028-01-21,27.5,P,1820,25.4
2026-06-02,2028-01-21,28.0,C,5809,25.4
2026-06-02,2028-01-21,28.0,P,2818,25.4
2026-06-02,2028-01-21,29.0,C,2994,25.4
2026-06-02,2028-01-21,29.0,P,1499,25.4
2026-06-02,2028-01-21,30.0,C,9823,25.4
2026-06-02,2028-01-21,30.0,P,1892,25.4
2026-06-02,2028-01-21,32.5,C,2517,25.4
2026-06-02,2028-01-21,32.5,P,1551,25.4
2026-06-02,2028-01-21,35.0,C,1749,25.4
2026-06-02,2028-01-21,35.0,P,956,25.4
2026-06-02,2028-01-21,37.5,C,1836,25.4
2026-06-02,2028-01-21,37.5,P,1252,25.4
2026-06-02,2028-01-21,40.0,C,7345,25.4
2026-06-02,2028-01-21,40.0,P,2019,25.4
2026-06-02,2028-01-21,42.5,C,1208,25.4
2026-06-02,2028-01-21,42.5,P,1283,25.4
2026-06-02,2028-01-21,45.0,C,1577,25.4
2026-06-02,2028-01-21,45.0,P,1649,25.4
2026-06-02,2028-01-21,47.5,C,1352,25.4
2026-06-02,2028-01-21,47.5,P,865,25.4
2026-06-02,2028-01-21,50.0,C,2046,25.4
2026-06-02,2028-01-21,50.0,P,840,25.4
2026-06-03,2026-06-05,15.0,C,15,24.8
2026-06-03,2026-06-05,15.0,P,19,24.8
2026-06-03,2026-06-05,16.0,C,20,24.8
2026-06-03,2026-06-05,16.0,P,41,24.8
2026-06-03,2026-06-05,17.0,C,39,24.8
2026-06-03,2026-06-05,17.0,P,64,24.8
2026-06-03,2026-06-05,18.0,C,61,24.8
2026-06-03,2026-06-05,18.0,P,101,24.8
2026-06-03,2026-06-05,19.0,C,108,24.8
2026-06-03,2026-06-05,19.0,P,190,24.8
2026-06-03,2026-06-05,20.0,C,286,24.8
2026-06-03,2026-06-05,20.0,P,299,24.8
2026-06-03,2026-06-05,21.0,C,457,24.8
2026-06-03,2026-06-05,21.0,P,523,24.8
2026-06-03,2026-06-05,22.0,C,458,24.8
2026-06-03,2026-06-05,22.0,P,939,24.8
2026-06-03,2026-06-05,23.0,C,627,24.8
2026-06-03,2026-06-05,23.0,P,1218,24.8
2026-06-03,2026-06-05,24.0,C,1098,24.8
2026-06-03,2026-06-05,24.0,P,1613,24.8
2026-06-03,2026-06-05,24.5,C,1904,24.8
2026-06-03,2026-06-05,24.5,P,2995,24.8
2026-06-03,2026-06-05,25.0,C,2218,24.8
2026-06-03,2026-06-05,25.0,P,2932,24.8
2026-06-03,2026-06-05,25.5,C,2531,24.8
2026-06-03,2026-06-05,25.5,P,1657,24.8
2026-06-03,2026-06-05,26.0,C,2454,24.8
2026-06-03,2026-06-05,26.0,P,2044,24.8
2026-06-03,2026-06-05,26.5,C,1674,24.8
2026-06-03,2026-06-05,26.5,P,904,24.8
2026-06-03,2026-06-05,27.0,C,1590,24.8
2026-06-03,2026-06-05,27.0,P,998,24.8
2026-06-03,2026-06-05,27.5,C,1014,24.8
2026-06-03,2026-06-05,27.5,P,599,24.8
2026-06-03,2026-06-05,28.0,C,970,24.8
2026-06-03,2026-06-05,28.0,P,701,24.8
2026-06-03,2026-06-05,29.0,C,687,24.8
2026-06-03,2026-06-05,29.0,P,465,24.8
2026-06-03,2026-06-05,30.0,C,2196,24.8
2026-06-03,2026-06-05,30.0,P,350,24.8
2026-06-03,2026-06-05,32.5,C,238,24.8
2026-06-03,2026-06-05,32.5,P,184,24.8
2026-06-03,2026-06-05,35.0,C,123,24.8
2026-06-03,2026-06-05,35.0,P,47,24.8
2026-06-03,2026-06-05,37.5,C,66,24.8
2026-06-03,2026-06-05,37.5,P,28,24.8
2026-06-03,2026-06-05,40.0,C,122,24.8
2026-06-03,2026-06-05,40.0,P,21,24.8
2026-06-03,2026-06-05,42.5,C,17,24.8
2026-06-03,2026-06-12,13.0,C,13,24.8
2026-06-03,2026-06-12,13.0,P,26,24.8
2026-06-03,2026-06-12,14.0,C,25,24.8
2026-06-03,2026-06-12,14.0,P,33,24.8
2026-06-03,2026-06-12,15.0,C,39,24.8
2026-06-03,2026-06-12,15.0,P,66,24.8
2026-06-03,2026-06-12,16.0,C,54,24.8
2026-06-03,2026-06-12,16.0,P,98,24.8
2026-06-03,2026-06-12,17.0,C,117,24.8
2026-06-03,2026-06-12,17.0,P,168,24.8
2026-06-03,2026-06-12,18.0,C,230,24.8
2026-06-03,2026-06-12,18.0,P,302,24.8
2026-06-03,2026-06-12,19.0,C,184,24.8
2026-06-03,2026-06-12,19.0,P,381,24.8
2026-06-03,2026-06-12,20.0,C,290,24.8
2026-06-03,2026-06-12,20.0,P,541,24.8
2026-06-03,2026-06-12,21.0,C,482,24.8
2026-06-03,2026-06-12,21.0,P,932,24.8
2026-06-03,2026-06-12,22.0,C,641,24.8
2026-06-03,2026-06-12,22.0,P,907,24.8
2026-06-03,2026-06-12,23.0,C,1022,24.8
2026-06-03,2026-06-12,23.0,P,1341,24.8
2026-06-03,2026-06-12,24.0,C,678,24.8
2026-06-03,2026-06-12,24.0,P,1795,24.8
2026-06-03,2026-06-12,24.5,C,1185,24.8
2026-06-03,2026-06-12,24.5,P,1982,24.8
2026-06-03,2026-06-12,25.0,C,1912,24.8
2026-06-03,2026-06-12,25.0,P,1177,24.8
2026-06-03,2026-06-12,25.5,C,2521,24.8
2026-06-03,2026-06-12,25.5,P,1570,24.8
2026-06-03,2026-06-12,26.0,C,1403,24.8
2026-06-03,2026-06-12,26.0,P,1064,24.8
2026-06-03,2026-06-12,26.5,C,1209,24.8
2026-06-03,2026-06-12,26.5,P,771,24.8
2026-06-03,2026-06-12,27.0,C,1537,24.8
2026-06-03,2026-06-12,27.0,P,924,24.8
2026-06-03,2026-06-12,27.5,C,1005,24.8
2026-06-03,2026-06-12,27.5,P,606,24.8
2026-06-03,2026-06-12,28.0,C,1150,24.8
2026-06-03,2026-06-12,28.0,P,552,24.8
2026-06-03,2026-06-12,29.0,C,699,24.8
2026-06-03,2026-06-12,29.0,P,411,24.8
2026-06-03,2026-06-12,30.0,C,2053,24.8
2026-06-03,2026-06-12,30.0,P,473,24.8
2026-06-03,2026-06-12,32.5,C,360,24.8
2026-06-03,2026-06-12,32.5,P,209,24.8
2026-06-03,2026-06-12,35.0,C,214,24.8
2026-06-03,2026-06-12,35.0,P,159,24.8
2026-06-03,2026-06-12,37.5,C,87,24.8
2026-06-03,2026-06-12,37.5,P,71,24.8
2026-06-03,2026-06-12,40.0,C,185,24.8
2026-06-03,2026-06-12,40.0,P,73,24.8
2026-06-03,2026-06-12,42.5,C,52,24.8
2026-06-03,2026-06-12,42.5,P,33,24.8
2026-06-03,2026-06-12,45.0,C,44,24.8
2026-06-03,2026-06-12,45.0,P,31,24.8
2026-06-03,2026-06-12,47.5,C,17,24.8
2026-06-03,2026-06-12,47.5,P,12,24.8
2026-06-03,2026-06-12,50.0,C,12,24.8
2026-06-03,2026-06-12,50.0,P,14,24.8
2026-06-03,2026-06-19,10.0,C,17,24.8
2026-06-03,2026-06-19,10.0,P,29,24.8
2026-06-03,2026-06-19,11.0,C,25,24.8
2026-06-03,2026-06-19,11.0,P,35,24.8
2026-06-03,2026-06-19,12.0,C,62,24.8
2026-06-03,2026-06-19,12.0,P,118,24.8
2026-06-03,2026-06-19,13.0,C,128,24.8
2026-06-03,2026-06-19,13.0,P,206,24.8
2026-06-03,2026-06-19,14.0,C,154,24.8
2026-06-03,2026-06-19,14.0,P,257,24.8
2026-06-03,2026-06-19,15.0,C,167,24.8
2026-06-03,2026-06-19,15.0,P,378,24.8
2026-06-03,2026-06-19,16.0,C,314,24.8
2026-06-03,2026-06-19,16.0,P,472,24.8
2026-06-03,2026-06-19,17.0,C,554,24.8
2026-06-03,2026-06-19,17.0,P,1248,24.8
2026-06-03,2026-06-19,18.0,C,779,24.8
2026-06-03,2026-06-19,18.0,P,1152,24.8
2026-06-03,2026-06-19,19.0,C,1599,24.8
2026-06-03,2026-06-19,19.0,P,1653,24.8
2026-06-03,2026-06-19,20.0,C,1403,24.8
2026-06-03,2026-06-19,20.0,P,2462,24.8
2026-06-03,2026-06-19,21.0,C,1878,24.8
2026-06-03,2026-06-19,21.0,P,3417,24.8
2026-06-03,2026-06-19,22.0,C,2192,24.8
2026-06-03,2026-06-19,22.0,P,6583,24.8
2026-06-03,2026-06-19,23.0,C,2949,24.8
2026-06-03,2026-06-19,23.0,P,6164,24.8
2026-06-03,2026-06-19,24.0,C,5624,24.8
2026-06-03,2026-06-19,24.0,P,7611,24.8
2026-06-03,2026-06-19,24.5,C,5813,24.8
2026-06-03,2026-06-19,24.5,P,9082,24.8
2026-06-03,2026-06-19,25.0,C,7415,24.8
2026-06-03,2026-06-19,25.0,P,6677,24.8
2026-06-03,2026-06-19,25.5,C,12737,24.8
2026-06-03,2026-06-19,25.5,P,5916,24.8
2026-06-03,2026-06-19,26.0,C,7187,24.8
2026-06-03,2026-06-19,26.0,P,4515,24.8
2026-06-03,2026-06-19,26.5,C,5722,24.8
2026-06-03,2026-06-19,26.5,P,3317,24.8
2026-06-03,2026-06-19,27.0,C,5011,24.8
2026-06-03,2026-06-19,27.0,P,3362,24.8
2026-06-03,2026-06-19,27.5,C,2928,24.8
2026-06-03,2026-06-19,27.5,P,4424,24.8
2026-06-03,2026-06-19,28.0,C,9667,24.8
2026-06-03,2026-06-19,28.0,P,3552,24.8
2026-06-03,2026-06-19,29.0,C,5204,24.8
2026-06-03,2026-06-19,29.0,P,3232,24.8
2026-06-03,2026-06-19,30.0,C,22919,24.8
2026-06-03,2026-06-19,30.0,P,2136,24.8
2026-06-03,2026-06-19,32.5,C,2076,24.8
2026-06-03,2026-06-19,32.5,P,1423,24.8
2026-06-03,2026-06-19,35.0,C,2272,24.8
2026-06-03,2026-06-19,35.0,P,630,24.8
2026-06-03,2026-06-19,37.5,C,1309,24.8
2026-06-03,2026-06-19,37.5,P,417,24.8
2026-06-03,2026-06-19,40.0,C,3279,24.8
2026-06-03,2026-06-19,40.0,P,410,24.8
2026-06-03,2026-06-19,42.5,C,406,24.8
2026-06-03,2026-06-19,42.5,P,255,24.8
2026-06-03,2026-06-19,45.0,C,257,24.8
2026-06-03,2026-06-19,45.0,P,134,24.8
2026-06-03,2026-06-19,47.5,C,120,24.8
2026-06-03,2026-06-19,47.5,P,89,24.8
2026-06-03,2026-06-19,50.0,C,95,24.8
2026-06-03,2026-06-19,50.0,P,62,24.8
2026-06-03,2026-06-26,10.0,P,11,24.8
2026-06-03,2026-06-26,11.0,C,12,24.8
2026-06-03,2026-06-26,11.0,P,23,24.8
2026-06-03,2026-06-26,12.0,C,22,24.8
2026-06-03,2026-06-26,12.0,P,53,24.8
2026-06-03,2026-06-26,13.0,C,30,24.8
2026-06-03,2026-06-26,13.0,P,60,24.8
2026-06-03,2026-06-26,14.0,C,32,24.8
2026-06-03,2026-06-26,14.0,P,99,24.8
2026-06-03,2026-06-26,15.0,C,77,24.8
2026-06-03,2026-06-26,15.0,P,122,24.8
2026-06-03,2026-06-26,16.0,C,145,24.8
2026-06-03,2026-06-26,16.0,P,156,24.8
2026-06-03,2026-06-26,17.0,C,176,24.8
2026-06-03,2026-06-26,17.0,P,200,24.8
2026-06-03,2026-06-26,18.0,C,184,24.8
2026-06-03,2026-06-26,18.0,P,372,24.8
2026-06-03,2026-06-26,19.0,C,265,24.8
2026-06-03,2026-06-26,19.0,P,569,24.8
2026-06-03,2026-06-26,20.0,C,383,24.8
2026-06-03,2026-06-26,20.0,P,608,24.8
2026-06-03,2026-06-26,21.0,C,438,24.8
2026-06-03,2026-06-26,21.0,P,920,24.8
2026-06-03,2026-06-26,22.0,C,572,24.8
2026-06-03,2026-06-26,22.0,P,1468,24.8
2026-06-03,2026-06-26,23.0,C,691,24.8
2026-06-03,2026-06-26,23.0,P,1531,24.8
2026-06-03,2026-06-26,24.0,C,1621,24.8
2026-06-03,2026-06-26,24.0,P,2325,24.8
2026-06-03,2026-06-26,24.5,C,1455,24.8
2026-06-03,2026-06-26,24.5,P,1857,24.8
2026-06-03,2026-06-26,25.0,C,1557,24.8
2026-06-03,2026-06-26,25.0,P,1425,24.8
2026-06-03,2026-06-26,25.5,C,1829,24.8
2026-06-03,2026-06-26,25.5,P,1286,24.8
2026-06-03,2026-06-26,26.0,C,1909,24.8
2026-06-03,2026-06-26,26.0,P,986,24.8
2026-06-03,2026-06-26,26.5,C,1350,24.8
2026-06-03,2026-06-26,26.5,P,1071,24.8
2026-06-03,2026-06-26,27.0,C,1202,24.8
2026-06-03,2026-06-26,27.0,P,878,24.8
2026-06-03,2026-06-26,27.5,C,1108,24.8
2026-06-03,2026-06-26,27.5,P,761,24.8
2026-06-03,2026-06-26,28.0,C,1726,24.8
2026-06-03,2026-06-26,28.0,P,700,24.8
2026-06-03,2026-06-26,29.0,C,1949,24.8
2026-06-03,2026-06-26,29.0,P,397,24.8
2026-06-03,2026-06-26,30.0,C,4932,24.8
2026-06-03,2026-06-26,30.0,P,588,24.8
2026-06-03,2026-06-26,32.5,C,1184,24.8
2026-06-03,2026-06-26,32.5,P,199,24.8
2026-06-03,2026-06-26,35.0,C,445,24.8
2026-06-03,2026-06-26,35.0,P,250,24.8
2026-06-03,2026-06-26,37.5,C,551,24.8
2026-06-03,2026-06-26,37.5,P,147,24.8
2026-06-03,2026-06-26,40.0,C,581,24.8
2026-06-03,2026-06-26,40.0,P,139,24.8
2026-06-03,2026-06-26,42.5,C,104,24.8
2026-06-03,2026-06-26,42.5,P,64,24.8
2026-06-03,2026-06-26,45.0,C,120,24.8
2026-06-03,2026-06-26,45.0,P,56,24.8
2026-06-03,2026-06-26,47.5,C,55,24.8
2026-06-03,2026-06-26,47.5,P,33,24.8
2026-06-03,2026-06-26,50.0,C,44,24.8
2026-06-03,2026-06-26,50.0,P,29,24.8
2026-06-03,2026-07-17,10.0,C,98,24.8
2026-06-03,2026-07-17,10.0,P,218,24.8
2026-06-03,2026-07-17,11.0,C,191,24.8
2026-06-03,2026-07-17,11.0,P,244,24.8
2026-06-03,2026-07-17,12.0,C,334,24.8
2026-06-03,2026-07-17,12.0,P,388,24.8
2026-06-03,2026-07-17,13.0,C,369,24.8
2026-06-03,2026-07-17,13.0,P,617,24.8
2026-06-03,2026-07-17,14.0,C,419,24.8
2026-06-03,2026-07-17,14.0,P,817,24.8
2026-06-03,2026-07-17,15.0,C,561,24.8
2026-06-03,2026-07-17,15.0,P,992,24.8
2026-06-03,2026-07-17,16.0,C,766,24.8
2026-06-03,2026-07-17,16.0,P,939,24.8
2026-06-03,2026-07-17,17.0,C,947,24.8
2026-06-03,2026-07-17,17.0,P,1287,24.8
2026-06-03,2026-07-17,18.0,C,801,24.8
2026-06-03,2026-07-17,18.0,P,956,24.8
2026-06-03,2026-07-17,19.0,C,1487,24.8
2026-06-03,2026-07-17,19.0,P,2708,24.8
2026-06-03,2026-07-17,20.0,C,1434,24.8
2026-06-03,2026-07-17,20.0,P,2002,24.8
2026-06-03,2026-07-17,21.0,C,1995,24.8
2026-06-03,2026-07-17,21.0,P,3624,24.8
2026-06-03,2026-07-17,22.0,C,3001,24.8
2026-06-03,2026-07-17,22.0,P,2846,24.8
2026-06-03,2026-07-17,23.0,C,2270,24.8
2026-06-03,2026-07-17,23.0,P,6359,24.8
2026-06-03,2026-07-17,24.0,C,4656,24.8
2026-06-03,2026-07-17,24.0,P,4742,24.8
2026-06-03,2026-07-17,24.5,C,2839,24.8
2026-06-03,2026-07-17,24.5,P,5480,24.8
2026-06-03,2026-07-17,25.0,C,5687,24.8
2026-06-03,2026-07-17,25.0,P,3685,24.8
2026-06-03,2026-07-17,25.5,C,5312,24.8
2026-06-03,2026-07-17,25.5,P,3224,24.8
2026-06-03,2026-07-17,26.0,C,6470,24.8
2026-06-03,2026-07-17,26.0,P,3511,24.8
2026-06-03,2026-07-17,26.5,C,4617,24.8
2026-06-03,2026-07-17,26.5,P,2697,24.8
2026-06-03,2026-07-17,27.0,C,4424,24.8
2026-06-03,2026-07-17,27.0,P,1872,24.8
2026-06-03,2026-07-17,27.5,C,4082,24.8
2026-06-03,2026-07-17,27.5,P,2843,24.8
2026-06-03,2026-07-17,28.0,C,8202,24.8
2026-06-03,2026-07-17,28.0,P,3444,24.8
2026-06-03,2026-07-17,29.0,C,7978,24.8
2026-06-03,2026-07-17,29.0,P,2821,24.8
2026-06-03,2026-07-17,30.0,C,16985,24.8
2026-06-03,2026-07-17,30.0,P,1628,24.8
2026-06-03,2026-07-17,32.5,C,6061,24.8
2026-06-03,2026-07-17,32.5,P,1274,24.8
2026-06-03,2026-07-17,35.0,C,2876,24.8
2026-06-03,2026-07-17,35.0,P,1119,24.8
2026-06-03,2026-07-17,37.5,C,1823,24.8
2026-06-03,2026-07-17,37.5,P,672,24.8
2026-06-03,2026-07-17,40.0,C,10150,24.8
2026-06-03,2026-07-17,40.0,P,742,24.8
2026-06-03,2026-07-17,42.5,C,1083,24.8
2026-06-03,2026-07-17,42.5,P,618,24.8
2026-06-03,2026-07-17,45.0,C,1008,24.8
2026-06-03,2026-07-17,45.0,P,295,24.8
2026-06-03,2026-07-17,47.5,C,347,24.8
2026-06-03,2026-07-17,47.5,P,303,24.8
2026-06-03,2026-07-17,50.0,C,351,24.8
2026-06-03,2026-07-17,50.0,P,295,24.8
2026-06-03,2026-09-18,10.0,C,228,24.8
2026-06-03,2026-09-18,10.0,P,397,24.8
2026-06-03,2026-09-18,11.0,C,205,24.8
2026-06-03,2026-09-18,11.0,P,321,24.8
2026-06-03,2026-09-18,12.0,C,323,24.8
2026-06-03,2026-09-18,12.0,P,507,24.8
2026-06-03,2026-09-18,13.0,C,382,24.8
2026-06-03,2026-09-18,13.0,P,922,24.8
2026-06-03,2026-09-18,14.0,C,810,24.8
2026-06-03,2026-09-18,14.0,P,1173,24.8
2026-06-03,2026-09-18,15.0,C,440,24.8
2026-06-03,2026-09-18,15.0,P,1331,24.8
2026-06-03,2026-09-18,16.0,C,783,24.8
2026-06-03,2026-09-18,16.0,P,1449,24.8
2026-06-03,2026-09-18,17.0,C,1431,24.8
2026-06-03,2026-09-18,17.0,P,1334,24.8
2026-06-03,2026-09-18,18.0,C,1535,24.8
2026-06-03,2026-09-18,18.0,P,2035,24.8
2026-06-03,2026-09-18,19.0,C,1385,24.8
2026-06-03,2026-09-18,19.0,P,2650,24.8
2026-06-03,2026-09-18,20.0,C,1481,24.8
2026-06-03,2026-09-18,20.0,P,3455,24.8
2026-06-03,2026-09-18,21.0,C,1685,24.8
2026-06-03,2026-09-18,21.0,P,3060,24.8
2026-06-03,2026-09-18,22.0,C,2459,24.8
2026-06-03,2026-09-18,22.0,P,2675,24.8
2026-06-03,2026-09-18,23.0,C,2585,24.8
2026-06-03,2026-09-18,23.0,P,4107,24.8
2026-06-03,2026-09-18,24.0,C,2099,24.8
2026-06-03,2026-09-18,24.0,P,3465,24.8
2026-06-03,2026-09-18,24.5,C,2776,24.8
2026-06-03,2026-09-18,24.5,P,6088,24.8
2026-06-03,2026-09-18,25.0,C,3704,24.8
2026-06-03,2026-09-18,25.0,P,4927,24.8
2026-06-03,2026-09-18,25.5,C,4060,24.8
2026-06-03,2026-09-18,25.5,P,3406,24.8
2026-06-03,2026-09-18,26.0,C,4403,24.8
2026-06-03,2026-09-18,26.0,P,2325,24.8
2026-06-03,2026-09-18,26.5,C,3298,24.8
2026-06-03,2026-09-18,26.5,P,3026,24.8
2026-06-03,2026-09-18,27.0,C,4164,24.8
2026-06-03,2026-09-18,27.0,P,2440,24.8
2026-06-03,2026-09-18,27.5,C,3622,24.8
2026-06-03,2026-09-18,27.5,P,2349,24.8
2026-06-03,2026-09-18,28.0,C,3696,24.8
2026-06-03,2026-09-18,28.0,P,2677,24.8
2026-06-03,2026-09-18,29.0,C,2554,24.8
2026-06-03,2026-09-18,29.0,P,1487,24.8
2026-06-03,2026-09-18,30.0,C,9227,24.8
2026-06-03,2026-09-18,30.0,P,1859,24.8
2026-06-03,2026-09-18,32.5,C,2196,24.8
2026-06-03,2026-09-18,32.5,P,1255,24.8
2026-06-03,2026-09-18,35.0,C,1811,24.8
2026-06-03,2026-09-18,35.0,P,916,24.8
2026-06-03,2026-09-18,37.5,C,1117,24.8
2026-06-03,2026-09-18,37.5,P,895,24.8
2026-06-03,2026-09-18,40.0,C,3392,24.8
2026-06-03,2026-09-18,40.0,P,589,24.8
2026-06-03,2026-09-18,42.5,C,1043,24.8
2026-06-03,2026-09-18,42.5,P,720,24.8
2026-06-03,2026-09-18,45.0,C,573,24.8
2026-06-03,2026-09-18,45.0,P,604,24.8
2026-06-03,2026-09-18,47.5,C,715,24.8
2026-06-03,2026-09-18,47.5,P,486,24.8
2026-06-03,2026-09-18,50.0,C,684,24.8
2026-06-03,2026-09-18,50.0,P,343,24.8
2026-06-03,2026-12-18,10.0,C,311,24.8
2026-06-03,2026-12-18,10.0,P,475,24.8
2026-06-03,2026-12-18,11.0,C,369,24.8
2026-06-03,2026-12-18,11.0,P,707,24.8
2026-06-03,2026-12-18,12.0,C,347,24.8
2026-06-03,2026-12-18,12.0,P,687,24.8
2026-06-03,2026-12-18,13.0,C,513,24.8
2026-06-03,2026-12-18,13.0,P,682,24.8
2026-06-03,2026-12-18,14.0,C,614,24.8
2026-06-03,2026-12-18,14.0,P,980,24.8
2026-06-03,2026-12-18,15.0,C,713,24.8
2026-06-03,2026-12-18,15.0,P,1270,24.8
2026-06-03,2026-12-18,16.0,C,686,24.8
2026-06-03,2026-12-18,16.0,P,1363,24.8
2026-06-03,2026-12-18,17.0,C,1081,24.8
2026-06-03,2026-12-18,17.0,P,1184,24.8
2026-06-03,2026-12-18,18.0,C,1079,24.8
2026-06-03,2026-12-18,18.0,P,2217,24.8
2026-06-03,2026-12-18,19.0,C,1552,24.8
2026-06-03,2026-12-18,19.0,P,1867,24.8
2026-06-03,2026-12-18,20.0,C,1343,24.8
2026-06-03,2026-12-18,20.0,P,3732,24.8
2026-06-03,2026-12-18,21.0,C,1559,24.8
2026-06-03,2026-12-18,21.0,P,2755,24.8
2026-06-03,2026-12-18,22.0,C,1513,24.8
2026-06-03,2026-12-18,22.0,P,2258,24.8
2026-06-03,2026-12-18,23.0,C,1890,24.8
2026-06-03,2026-12-18,23.0,P,2635,24.8
2026-06-03,2026-12-18,24.0,C,1856,24.8
2026-06-03,2026-12-18,24.0,P,3750,24.8
2026-06-03,2026-12-18,24.5,C,2335,24.8
2026-06-03,2026-12-18,24.5,P,5078,24.8
2026-06-03,2026-12-18,25.0,C,5257,24.8
2026-06-03,2026-12-18,25.0,P,2806,24.8
2026-06-03,2026-12-18,25.5,C,2720,24.8
2026-06-03,2026-12-18,25.5,P,2074,24.8
2026-06-03,2026-12-18,26.0,C,2963,24.8
2026-06-03,2026-12-18,26.0,P,1868,24.8
2026-06-03,2026-12-18,26.5,C,3907,24.8
2026-06-03,2026-12-18,26.5,P,2623,24.8
2026-06-03,2026-12-18,27.0,C,3522,24.8
2026-06-03,2026-12-18,27.0,P,2177,24.8
2026-06-03,2026-12-18,27.5,C,1988,24.8
2026-06-03,2026-12-18,27.5,P,2590,24.8
2026-06-03,2026-12-18,28.0,C,2732,24.8
2026-06-03,2026-12-18,28.0,P,2158,24.8
2026-06-03,2026-12-18,29.0,C,2713,24.8
2026-06-03,2026-12-18,29.0,P,1677,24.8
2026-06-03,2026-12-18,30.0,C,7832,24.8
2026-06-03,2026-12-18,30.0,P,1479,24.8
2026-06-03,2026-12-18,32.5,C,2107,24.8
2026-06-03,2026-12-18,32.5,P,1606,24.8
2026-06-03,2026-12-18,35.0,C,1752,24.8
2026-06-03,2026-12-18,35.0,P,1268,24.8
2026-06-03,2026-12-18,37.5,C,1269,24.8
2026-06-03,2026-12-18,37.5,P,826,24.8
2026-06-03,2026-12-18,40.0,C,3874,24.8
2026-06-03,2026-12-18,40.0,P,1114,24.8
2026-06-03,2026-12-18,42.5,C,726,24.8
2026-06-03,2026-12-18,42.5,P,774,24.8
2026-06-03,2026-12-18,45.0,C,781,24.8
2026-06-03,2026-12-18,45.0,P,526,24.8
2026-06-03,2026-12-18,47.5,C,823,24.8
2026-06-03,2026-12-18,47.5,P,839,24.8
2026-06-03,2026-12-18,50.0,C,620,24.8
2026-06-03,2026-12-18,50.0,P,486,24.8
2026-06-03,2027-01-15,10.0,C,696,24.8
2026-06-03,2027-01-15,10.0,P,1578,24.8
2026-06-03,2027-01-15,11.0,C,996,24.8
2026-06-03,2027-01-15,11.0,P,1621,24.8
2026-06-03,2027-01-15,12.0,C,1080,24.8
2026-06-03,2027-01-15,12.0,P,2637,24.8
2026-06-03,2027-01-15,13.0,C,1551,24.8
2026-06-03,2027-01-15,13.0,P,2047,24.8
2026-06-03,2027-01-15,14.0,C,1684,24.8
2026-06-03,2027-01-15,14.0,P,2539,24.8
2026-06-03,2027-01-15,15.0,C,2407,24.8
2026-06-03,2027-01-15,15.0,P,2821,24.8
2026-06-03,2027-01-15,16.0,C,2506,24.8
2026-06-03,2027-01-15,16.0,P,4311,24.8
2026-06-03,2027-01-15,17.0,C,2884,24.8
2026-06-03,2027-01-15,17.0,P,2662,24.8
2026-06-03,2027-01-15,18.0,C,2461,24.8
2026-06-03,2027-01-15,18.0,P,5347,24.8
2026-06-03,2027-01-15,19.0,C,2629,24.8
2026-06-03,2027-01-15,19.0,P,5162,24.8
2026-06-03,2027-01-15,20.0,C,3515,24.8
2026-06-03,2027-01-15,20.0,P,7207,24.8
2026-06-03,2027-01-15,21.0,C,3082,24.8
2026-06-03,2027-01-15,21.0,P,6876,24.8
2026-06-03,2027-01-15,22.0,C,3272,24.8
2026-06-03,2027-01-15,22.0,P,5140,24.8
2026-06-03,2027-01-15,23.0,C,4336,24.8
2026-06-03,2027-01-15,23.0,P,7318,24.8
2026-06-03,2027-01-15,24.0,C,4379,24.8
2026-06-03,2027-01-15,24.0,P,6689,24.8
2026-06-03,2027-01-15,24.5,C,2955,24.8
2026-06-03,2027-01-15,24.5,P,5778,24.8
2026-06-03,2027-01-15,25.0,C,5773,24.8
